Market Store Name,Carrier - Service Selected,Market - Store Name,Order - Number,Ship To - Country,Ship To - Postal Code,Shipment - Weight (Oz),Shipment - Zone,Sum - Total of Line Item Quantity,Shipping Paid,Tracking Number,Length,Width,Height,Insurance,Dim Weight Applied,Dim Weight,Billable Weight oz,Rounded Oz,Shipping Rate,Peak Surcharges,Date - Shipped Date
Halftee,DHL Parcel International Direct - DDU,Halftee,HT188657-EXC,CA,T5W 3V3,4.1,,2,0,202510062200R95480,10,13,1,,No,13,5,5,29.53,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,HT189827,US,83646-5971,12.2,4,2,6.97,420836469361211015300886791454,10,13,1,,Yes,13,13,13,6.85,0,2025-10-09
Halftee,DHL SM Parcel Expedited,Halftee,HT189715,US,64131-1149,2.6,5,1,6.97,420641319361211015300884840031,10,13,1,,Yes,13,13,3,7.02,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,HT189491,US,67039-8434,0.9,5,2,4.99,420670399361211015300884564524,10,13,1,,Yes,13,13,1,7.02,0,2025-10-06
Halftee,UPSÂ® Ground,Halftee,HT189841,US,70611-6715,34.3,6,2,6.97,1ZH594030336639471,16,14,1,0,Yes,32,48,48,15.05,0,2025-10-10
Halftee,DHL SM Parcel Expedited,Halftee,HT189843,US,70791-5496,11.2,6,1,6.97,420707919361211015300887581672,10,13,1,,Yes,13,13,12,7.27,0,2025-10-10
Halftee,DHL SM Parcel Expedited,Halftee,HT189738,US,72519-0595,65.7,6,9,0,420725199361211015300884668093,12,12,6,,Yes,96,96,80,21.13,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,112-8666366-3570600,US,73107-2512,3.2,5,1,0,420731079361211015300884604152,10,13,1,,Yes,13,13,4,7.02,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,HT189852,US,77009-1403,20,6,5,1.98,420770099361211015300887439317,16,14,1,,Yes,32,32,32,12.12,0,2025-10-10
Halftee,DHL SM Parcel Expedited,Halftee,HT189617,US,79606-1178,5,5,2,6.97,420796069361211015300884588780,10,13,1,,Yes,13,13,5,7.02,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,HT189857,US,82901-4361,4.5,3,2,6.97,420829019361211015300887705191,10,13,1,,Yes,13,13,5,6.77,0,2025-10-10
Halftee,DHL SM Parcel Expedited,Halftee,HT189601,US,83274-5063,12.4,4,3,1.98,420832749361211015300884564517,10,13,1,,Yes,13,13,13,6.85,0,2025-10-06
Halftee,USPS Ground Advantage,Halftee,HT189886,US,99801-8201,3.6,7,1,6.97,9400150206217320810995,10,13,1,0,No,13,4,4,4.48,0,2025-10-10
Halftee,DHL Parcel International Direct - DDU,Halftee,HT189862,CA,V2W 2C7,4.8,,2,25,2025101022045ZD0TZ,10,13,1,,No,13,5,5,29.53,0,2025-10-10
Halftee,DHL SM Parcel Expedited,Halftee,HT189649,US,52339-9411,8.8,5,3,6.97,420523399361211015300884603964,10,13,1,,Yes,13,13,9,7.02,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,HT189720,US,56438-4901,2.6,5,1,6.97,420564389361211015300884564692,10,13,1,,Yes,13,13,3,7.02,0,2025-10-06
Halftee,DHL SM Parcel Expedited,Halftee,HT189734,US,53098,5,6,2,6.97,420530989361211015300885367551,9,11,1,,Yes,10,10,5,5.69,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,111-4943668-8389014,US,60177-2302,12.1,6,2,0,420601779361211015300885994177,9,11,1,,Yes,10,13,13,7.27,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,114-0383602-6263449,US,63123-4442,4.6,6,1,0,420631239361211015300886004356,9,11,1,,Yes,10,10,5,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189809,US,65710-9184,4.6,6,1,6.97,420657109361211015300886009207,9,11,1,,Yes,10,10,5,5.69,0,2025-10-08
Halftee,UPSÂ® Ground,Halftee,HT189727,US,67215-9111,19.9,5,3,1.98,1ZH594030325342150,9,11,1,0,Yes,10,32,32,10.07,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189728,US,68106-3030,13.9,5,3,1.98,420681069361211015300885303511,9,11,1,,Yes,10,14,14,7.02,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189741,US,74014-7306,4.6,5,2,6.97,420740149361211015300885511244,9,11,1,,Yes,10,10,5,5.51,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189777,US,27360-8394,9,7,2,6.97,420273609361211015300886093398,8,6,1,,Yes,5,9,9,5.84,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189773,US,28105-1579,3.6,7,1,6.97,420281059361211015300885994276,9,11,1,,Yes,10,10,4,5.84,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189697,US,29693-2935,7.4,7,3,1.98,420296939361211015300885466353,9,11,1,,Yes,10,10,8,5.84,0,2025-10-07
Halftee,UPSÂ® Ground,Halftee,HT189699,US,85295-4633,29.7,4,4,6.97,1ZH594030324422137,10,13,1,0,Yes,13,32,32,9.47,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189746,US,87114-4388,9.8,4,2,6.97,420871149361211015300885466377,8,6,1,,Yes,5,10,10,5.43,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189770,US,89445-5408,4.5,4,1,6.97,420894459361211015300886063322,9,11,1,,Yes,10,10,5,5.43,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189763,US,90064-2020,2.5,5,1,6.97,420900649361211015300886004431,9,11,1,,Yes,10,10,3,5.51,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189792,US,90232-4011,11.9,5,3,1.98,420902329361211015300886043294,9,11,1,,Yes,10,12,12,5.51,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189791,US,92057-8003,3.7,5,1,6.97,420920579361211015300886107477,9,11,1,,Yes,10,10,4,5.51,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189813,US,92243-9797,1.6,4,1,6.97,9400150206217317375261,9,11,1,0,No,10,2,2,4.23,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189799,US,92223-7465,11.7,4,3,1.98,420922239361211015300886230786,9,11,1,,Yes,10,12,12,5.43,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189781,US,92270-4924,4.7,4,1,6.97,420922709361211015300885994191,9,11,1,,Yes,10,10,5,5.43,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189776,US,34761-1633,10.4,8,4,1.98,420347619361211015300885994214,9,11,1,,Yes,10,11,11,6.02,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189764,US,36580-4541,3.3,7,1,0,420365809361211015300885372739,9,11,1,,Yes,10,10,4,5.84,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189807,US,36921-2188,3.5,6,1,6.97,420369219361211015300886068556,9,11,1,,Yes,10,10,4,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189787,US,39153-5454,3.9,6,1,6.97,420391539361211015300886009146,9,11,1,,Yes,10,10,4,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189783,US,39170-8551,4,6,1,6.97,420391709361211015300886004370,9,11,1,,Yes,10,10,4,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189779,US,40214-5532,4.6,6,1,0,420402149361211015300886093367,9,11,1,,Yes,10,10,5,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189778,US,40214-5532,13.3,6,1,0,420402149361211015300885427200,8,6,1,,Yes,5,14,14,7.27,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189798,US,43035-8826,6.9,7,2,6.97,420430359361211015300886068563,9,11,1,,Yes,10,10,7,5.84,0,2025-10-08
Halftee,UPSÂ® Ground,Halftee,HT189730,US,43224-2646,28.2,7,3,1.98,1ZH594030333280149,10,13,1,0,Yes,13,32,32,12.7,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189288,US,44883-1710,3.4,7,1,0,420448839361211015300886009115,9,11,1,,Yes,10,10,4,5.84,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,111-0798907-5454625,US,48855-7788,2.6,6,1,0,420488559361211015300885303535,9,11,1,,Yes,10,10,3,5.69,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189705,US,32223-7200,10.9,7,4,1.98,420322239361211015300885511183,8,6,1,,Yes,5,11,11,5.84,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,113-8450526-4139451,US,33626-3365,2.9,8,1,0,420336269361211015300885730010,9,11,1,,Yes,10,10,3,6.02,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189790,US,20170-2085,6.5,7,2,6.97,420201709361211015300885999493,9,11,1,,Yes,10,10,7,5.84,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189747,US,96762-1205,18.7,8,3,1.98,9434650206217095429929,9,11,1,0,No,10,32,32,13.83,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189701,US,97123-9041,7,5,3,6.97,420971239361211015300885720011,9,11,1,,Yes,10,10,7,5.51,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,HT189811,US,97333-2269,7.7,5,3,1.98,9400150105501196585654,9,11,1,0,No,10,8,8,4.74,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189774,US,97455-9648,9.2,5,2,1.98,420974559361211015300886043287,9,11,1,,Yes,10,10,10,5.51,0,2025-10-08
Halftee,UPSÂ® Ground,Halftee,HT189810,US,98201-4658,28.4,5,6,1.98,1ZH594030337318619,10,13,1,0,Yes,13,32,32,10.07,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,112-4550506-5884206,US,98686-6436,4.1,5,1,0,420986869361211015300886009122,9,11,1,,Yes,10,10,5,5.51,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189700,US,99218-2615,6.6,5,2,6.97,420992189361211015300885452066,9,11,1,,Yes,10,10,7,5.51,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,114-9317318-6493839,US,10605-3731,2.7,8,1,0,420106059361211015300885550496,9,11,1,,Yes,10,10,3,6.02,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189761,US,12589-4126,14.4,8,3,1.98,420125899361211015300885452059,9,11,1,,Yes,10,15,15,7.65,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT188988-EXC,US,15102-3225,6.9,7,2,0,420151029361211015300886093428,9,11,1,,Yes,10,10,7,5.84,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189751,US,22408-7705,7.3,7,3,6.97,420224089361211015300885451984,9,11,1,,Yes,10,10,8,5.84,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,114-7711332-2442611,US,61536-9729,9.4,6,1,0,420615369361211015300885999448,9,11,1,,Yes,10,10,10,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189692,US,71047-9772,4.4,6,2,6.97,420710479361211015300885303528,9,11,1,,Yes,10,10,5,5.69,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189812,US,71801-9043,5.8,6,1,6.97,420718019361211015300886093411,9,11,1,,Yes,10,10,6,5.69,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189795,US,75230-2433,12.6,5,3,1.98,420752309361211015300885999479,9,11,1,,Yes,10,13,13,7.02,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189767,US,79241-1044,3.3,5,1,6.97,420792419361211015300886004394,9,11,1,,Yes,10,10,4,5.51,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189803,US,81505-1272,3.8,2,1,6.97,9400150105501196583728,9,11,1,0,No,10,4,4,4.11,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189721,US,84020-4710,12,1,4,1.98,420840209361211015300885387542,9,11,1,,Yes,10,12,12,5.22,0,2025-10-07
Halftee,UPSÂ® Ground,Halftee,HT189733,US,95827-2309,28.3,4,5,1.98,1ZH594030301139862,10,13,1,0,Yes,13,32,32,9.47,0,2025-10-07
Halftee,DHL Parcel International Direct - DDU,Halftee,701-8187785-0972200,CA,P7B 0C4,4.9,,1,20.99,202510072127Q5QBZB,8,6,1,,No,5,5,5,29.53,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189775,US,94547-1440,3.7,5,1,6.97,420945479361211015300886093374,9,11,1,,Yes,10,10,4,5.51,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189739,US,94704-1977,10.2,5,2,6.97,420947049361211015300885466339,9,11,1,,Yes,10,11,11,5.51,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189742,US,77035-3421,15.4,6,2,1.98,420770359361211015300885511275,14,12,1,,Yes,32,32,16,12.12,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,113-0528317-7981036,US,77386-3677,6.9,6,1,0,9400150206217315597405,8,6,1,0,No,5,7,7,4.79,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189112-EXC,US,78108-3787,5.7,6,1,0,420781089361211015300885387559,9,11,1,,Yes,10,10,6,5.69,0,2025-10-07
Halftee,UPSÂ® Ground,Halftee,HT189782,US,78213-3023,19.1,6,4,1.98,1ZH594030317060452,9,11,1,0,Yes,10,32,32,12.11,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189805,US,81006-9302,5.4,4,1,0,420810069361211015300886063407,9,11,1,,Yes,10,10,6,5.43,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189784,US,83263-1149,2.5,4,1,6.97,9400150206217317374356,9,11,1,0,No,10,3,3,4.23,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189797,US,83687-9048,3.3,4,1,6.97,9400150206217317377333,9,11,1,0,No,10,4,4,4.23,0,2025-10-08
Halftee,UPSÂ® Ground,Halftee,HT189808,US,84084-1962,18.3,1,4,1.98,1ZH594030324768621,9,11,1,0,Yes,10,32,32,8.92,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189804,US,84005-5686,4.6,1,1,6.97,9400150105501196585357,9,11,1,0,No,10,5,5,4.5,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189722,US,84066-1743,8.9,1,4,6.97,420840669361211015300885575413,9,11,1,,Yes,10,10,9,5.22,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,112-5449893-8376235,US,84094-6936,4.6,1,1,0,9400150206217315598402,8,6,1,0,No,5,5,5,4.5,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189762,US,84025-4741,12.2,1,3,1.98,420840259361211015300885452042,9,11,1,,Yes,10,13,13,6.6,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,HT189802,US,84321-4406,3.9,2,1,6.97,9400150105501196580482,9,11,1,0,No,10,4,4,4.11,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189743,US,84341-1865,10.1,2,2,6.97,420843419361211015300885725016,9,11,1,,Yes,10,11,11,5.29,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,HT189816,US,84405-6924,3.9,2,1,6.97,9400150105501196583919,9,11,1,0,No,10,4,4,4.11,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189711,US,84521,6.9,3,2,6.97,420845219361211015300885372715,9,11,1,,Yes,10,10,7,5.35,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,HT189206-EXC,US,84660-5551,3.8,2,1,0,9400150206217317373106,9,11,1,0,No,10,4,4,4.11,0,2025-10-08
Halftee,USPS Ground Advantage,Halftee,HT189760,US,84601-1162,6.5,2,1,0,9400150206217315596224,9,11,1,0,No,10,7,7,4.58,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189814,US,85083-6337,14.6,4,2,6.97,420850839361211015300886004448,9,11,1,,Yes,10,15,15,6.85,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189768,US,85051-3320,14.9,4,3,1.98,420850519361211015300886107453,9,11,1,,Yes,10,15,15,6.85,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189765,US,85139-5547,19.3,4,3,1.98,420851399361211015300886063360,9,11,1,,Yes,10,32,32,9.48,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189780,US,34689-2305,7.5,7,1,0,420346899361211015300885466445,8,6,1,,Yes,5,8,8,4.87,0,2025-10-07
Halftee,USPS Ground Advantage,Halftee,HT189718,US,35504-8454,7.8,6,2,6.97,9400150105501194857937,9,11,1,0,No,10,8,8,4.79,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189772,US,36310-2912,17.2,7,2,1.98,420363109361211015300885999462,14,12,1,,Yes,32,32,32,12.7,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189785,US,45365-8064,12.9,6,2,0,420453659361211015300886004479,16,14,1,,Yes,32,32,13,12.12,0,2025-10-08
Halftee,DHL SM Parcel Expedited,Halftee,HT189757,US,74872-6802,5,5,2,6.97,420748729361211015300885427187,9,11,1,,Yes,10,10,5,5.51,0,2025-10-07
Halftee,DHL SM Parcel Expedited,Halftee,HT189796,US,75033-5900,9.7,5,3,0,420750339361211015300886009214,9,11,1,,Yes,10,10,10,5.51,0,2025-10-08
